,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,Decidua,SI,SI,SI,SI,SI,SI,SI,SI,LI,LI,LI,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,SIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,LIMeconium,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi,Villi
Linoleyl carnitine,21.15366475,25.6843662,22.28066419,25.90407564,26.53768738,22.91357674,25.30673708,22.27204144,29.52086307,18.9510489,23.14039598,21.33573421,20.80692788,17.51534571,20.76024233,18.56822123,22.46251777,19.65889807,22.6553815,21.18580176,18.90016852,17.00155449,17.79230259,17.93023859,16.63407205,17.9348325,17.0114489,17.84755624,18.16953246,17.90289844,17.78910692,18.46756101,17.40261505,19.16940818,18.28498123,17.71068217,18.68493524,19.61277583,18.29195773,24.71872763,19.34342903,19.5234066,24.98517989,25.58237471,20.56088522,24.61201992,27.13780775,19.35906636,22.66436947
LKK,26.10481805,25.17375277,26.29066406,27.96234304,25.48548613,26.00609777,26.07536529,23.95834085,21.41856354,29.07177999,30.31311769,28.10016479,29.77894296,29.22515501,29.67489783,27.78280072,29.67489783,29.8849814,28.76537461,28.52943422,29.26154463,26.98879095,29.9444444,28.70239968,27.716681,29.47622812,28.1224824,27.17378214,24.70409886,29.22515501,23.89223029,24.59854624,25.76617477,24.64442259,25.71147067,22.93365595,29.30314379,28.89838038,27.17378214,26.3971658,27.26556709,28.70239968,27.59649023,29.19287292,26.61837431,27.40349007,27.87581532,27.69635426,28.99796079
Lotaustralin,19.65889807,19.51618188,20.45219973,24.08233243,22.9223431,22.3576282,19.86212104,22.11899955,26.37342504,23.57056236,24.24950422,22.9223431,24.91904818,24.22203278,25.26688792,25.8609503,24.11802844,23.20113972,23.66294925,23.74364253,23.91968373,22.09361144,23.56499626,25.12766351,25.44173328,24.97301107,23.99020784,23.21976287,22.22739285,24.80535388,24.01731013,24.91904818,23.61175654,23.05612607,24.44618029,21.75184856,23.97882627,24.4868514,24.55607945,20.90307559,21.86143331,23.4448479,20.42336303,23.3421907,21.71646809,22.06059615,20.62455618,22.6553815,23.10886056
Lupenone,18.46756101,18.47588977,18.35565986,18.56579343,18.22135963,18.44911678,18.47303893,18.09908467,16.61911523,18.18799515,17.68475477,16.68599917,21.49946783,16.80232141,17.08384345,18.72044379,18.0251126,17.65832847,17.80875179,20.10987628,18.64846206,22.02666143,18.60305762,17.35769474,17.72900913,18.3133069,22.95207912,16.75602865,17.08384345,17.22872061,21.76124194,19.04633682,23.29539136,22.67189698,24.29165434,20.87864781,19.08641456,17.01624875,17.65336288,17.35407047,17.39388746,18.30905547,17.68475477,18.72269764,17.00155449,17.35024369,18.29833717,18.22891206,18.13615972
lycopsamine,20.02152762,19.9438865,19.98016054,20.08608953,19.88853788,19.96790768,20.19031642,19.67055857,24.88489816,19.75406206,19.17477854,18.16617694,19.93297249,18.25426138,19.18931362,19.82620438,20.449611,19.39970209,19.4245192,20.52026861,20.29396488,19.90025851,19.8318071,18.92286051,19.34101989,19.0431442,20.63439782,19.70011257,19.24995685,19.01410095,20.16404291,20.91780003,20.72395502,20.04372225,20.87864781,19.47071484,19.31625266,20.39485751,18.9571973,19.20903815,18.99889599,19.86212104,19.06518469,20.01434391,19.11364649,18.78530609,19.8027808,20.15745835,19.48043386
lys-leu,24.71872763,25.37382923,27.07572265,26.19156053,26.42000989,26.61837431,26.65970225,27.45600488,21.6366946,22.38525638,23.00984932,22.15085121,20.80402153,22.48414125,22.28066419,20.72395502,21.02545098,21.03885373,21.17167048,20.33141508,22.57846646,21.00058098,21.94416388,23.08116289,23.67218665,21.55163208,21.80634786,20.47998738,20.34025835,20.15745835,22.02666143,22.55632039,24.05670121,21.5186352,21.63384201,21.26684533,21.10330635,20.35888319,21.11631301,20.88240022,20.25507137,21.63384201,21.42444401,22.39023854,20.31754123,21.19607572,24.52839074,25.12766351,21.76124194
Lys-Pro,20.99352433,20.53264599,20.18713679,20.31389302,20.59820169,20.22790377,20.31754123,20.30616741,21.58298896,20.08917851,20.81745909,22.76801851,19.70011257,21.06168122,20.64761908,19.15924914,19.67055857,19.46020567,20.80013616,21.12303882,20.25272801,20.72395502,20.3551337,21.58609601,21.23975956,21.08982498,20.30616741,21.66921582,25.13312802,22.35295349,25.99068941,22.00688999,21.20269339,20.4412085,24.08822712,21.22135804,20.60106986,19.28039795,22.01101741,25.41677605,25.18966001,21.45402433,21.94675655,20.65410298,25.75693058,24.17454246,20.3551337,20.41148433,20.19031642
Lysergicacid,20.38759492,19.26774869,19.0106925,19.56237843,19.1776335,18.68493524,18.69247802,18.63934327,18.88374359,19.25443444,18.01435825,17.1354275,20.55752265,18.70581367,19.48043386,21.35295862,19.97645867,20.3551337,18.9571973,22.76084022,21.83866641,24.45788152,22.1060993,21.49115678,23.02131614,21.93009348,25.15820759,22.0895859,21.58609601,20.46646877,23.4448479,23.40780598,23.97882627,23.62083227,25.30673708,22.366381,22.35295349,22.60445988,18.7090502,18.09908467,18.04580689,18.59338538,17.94341479,18.69247802,18.96721801,18.30905547,19.36522964,19.63489484,18.77144294
"LysoPC(18:4(6Z,9Z,12Z,15Z))",18.27847793,18.03571866,18.13948153,17.92003369,17.94668868,17.82342779,17.89867001,17.29715551,21.59124759,17.7580965,21.83866641,20.12321135,24.71872763,22.31162684,23.286819,23.18575593,18.0586613,19.52822263,19.85779911,25.23591336,18.98516702,25.58931498,20.41148433,18.17365578,20.55246494,20.4086241,25.46580987,20.53788905,21.14960135,17.83501777,26.07536529,18.01435825,25.95525592,25.38652204,26.63245474,24.85407241,22.45051325,24.36035599,17.40715139,17.01624875,17.04188883,17.79230259,17.3155313,17.91182448,17.82342779,17.22872061,17.94668868,17.8161691,17.57024416
LysoPC(22:1(13Z)),17.65336288,17.59394668,17.92371312,17.74566761,17.55891321,17.56222913,17.56593314,17.47235624,18.39307269,17.44435243,17.29715551,16.61421034,22.21285854,18.36737101,20.7757707,18.79315988,17.09860568,17.92003369,21.98754661,21.42444401,21.55576395,22.52108377,21.73124539,17.5323397,18.79865474,17.47663424,22.60952895,20.96496955,16.55114245,16.61911523,22.25594865,21.60209222,23.69372166,25.15820759,22.67922558,23.33078553,19.61028461,23.35683577,17.03633502,16.90025714,18.20669478,18.1510117,17.84755624,18.54251882,16.52690678,16.74094374,17.51534571,17.77331049,18.27208938
"LysoPC(22:4(7Z,10Z,13Z,16Z))",25.82362386,25.65828391,25.24883558,25.06713958,25.09580217,25.60600453,25.45883897,24.40460487,17.55891321,24.84008839,24.91904818,25.45883897,24.33518547,25.11946977,25.19700654,23.22357651,24.84008839,24.56173199,26.12678557,21.48022312,21.90894743,22.34843167,22.04962412,23.40780598,24.3036418,21.94675655,21.9761011,20.65782028,21.37848511,21.59900534,18.55497104,20.64761908,21.48709735,22.16589113,21.00677697,18.75804222,21.59124759,22.30082007,24.42228901,23.31612196,23.77506179,24.12342604,24.13383115,24.80535388,25.12766351,23.90412701,25.28150313,24.70409886,25.7979914
"LysoPC(22:5(7Z,10Z,13Z,16Z,19Z))",24.18691041,24.59317299,23.9143055,23.92494017,23.86969411,24.00560554,24.12342604,22.55179292,17.71497589,23.57521819,24.06667236,24.71872763,22.40751779,23.63457514,23.7796515,22.38174022,23.92494017,23.05612607,24.7864424,20.25887756,22.138223,21.55163208,21.60766901,22.11899955,24.07168507,22.39023854,21.16232929,20.46646877,20.7429718,21.07728719,17.54649486,18.26683632,21.49472968,20.76024233,21.01953154,17.75362341,20.7135067,22.79237362,24.55029461,22.64313311,23.51466953,23.83691229,23.46478319,24.29165434,25.23591336,23.449772,24.95451828,24.42960724,25.13312802
Lysylvaline,22.9223431,21.7735357,22.36968046,21.72679594,21.95189178,21.47545656,22.39023854,21.68274927,21.54370872,21.61177245,22.20753446,21.54698849,20.69569516,21.37848511,21.34450889,20.91780003,21.17468824,21.23108815,21.37213927,19.8318071,19.44081625,18.70231682,20.38197885,19.91829408,20.10338322,19.59301375,20.84613191,19.14803884,20.29113807,21.20679309,21.20679309,23.14546465,22.78514558,19.41755663,23.52799161,20.36194842,20.32762995,20.47998738,20.65410298,20.62785157,20.30616741,21.78005467,20.83738784,21.81045121,20.39485751,20.26962221,21.87161383,22.09361144,21.81045121
"m-Cresol, 4,4'-butylidenebis[6-tert-butyl-",17.38942294,17.201546,17.76132553,17.63477461,17.24150674,17.44035689,17.41496535,17.2246136,19.48612799,17.41139123,16.89371416,24.80535388,17.56593314,23.43076753,17.09373866,16.80232141,17.02227845,16.85329653,17.35024369,22.80159491,22.47994087,23.20944664,22.54000148,23.45973838,21.14273327,23.63060478,22.11899955,22.66783002,22.05675089,23.99582083,22.13082125,22.92950992,17.38041728,22.69176686,18.97702077,23.07646005,22.76084022,16.38266594,24.02276467,22.54353596,22.50974422,17.27340967,23.74364253,17.36679433,22.77776478,23.77506179,17.39388746,17.257265,17.3155313
Maleamate,23.69829563,23.94183885,23.94183885,24.81067152,24.29790092,24.12844832,23.47873535,24.73076127,27.25265737,25.99829581,28.28977505,26.07536529,26.44023165,26.29066406,26.18208227,25.36348377,26.16221532,25.13928031,26.38700256,25.08777712,25.23591336,23.83155253,25.02967854,25.43409229,24.16752721,25.60600453,24.13383115,24.81067152,23.00405797,24.22637803,20.3527305,23.26738273,25.28967603,22.8351567,21.80377011,22.13366381,25.06713958,24.55607945,23.93051513,21.86775234,23.7071951,24.74421141,23.84245664,24.60613778,23.78548588,23.28146927,24.2553129,23.98461036,25.52156581
Marimastat,15.93148233,15.91168326,15.87398779,16.09676685,15.84443068,16.22831287,15.82185628,15.82185628,21.29911504,15.58725713,15.89414225,21.23975956,15.30920844,19.63489484,16.44153687,15.19549829,15.30920844,15.12137513,15.30920844,19.3326564,18.68493524,18.76677552,18.68810485,19.28276816,19.15138335,19.69677581,18.97105897,20.08069826,23.32579467,20.73368604,23.96962175,21.07728719,16.07886796,18.15850732,20.66137516,19.49019743,19.05928557,15.30920844,20.80402153,23.67792966,23.27219568,15.99835816,20.67274039,15.91168326,23.53767383,22.76084022,15.82185628,15.7959003,15.70450728
MDPBP,21.83214103,21.76124194,21.42867412,20.80692788,20.75085609,21.54698849,21.67551135,21.39974721,21.02253512,20.67567178,18.59338538,22.91831158,18.90016852,21.14602346,18.8903772,20.11616775,21.51454377,20.63673889,20.04050246,21.89113986,21.29526068,22.14161702,21.87983855,22.54000148,20.81477859,22.82910085,21.06168122,22.67189698,23.06265428,23.20113972,23.18029113,22.69552611,18.09908467,21.58033325,21.52948414,22.38174022,22.138223,19.96790768,23.10441632,23.50187908,23.16536015,21.23704546,23.04090139,22.19248381,23.42663139,23.04689903,21.58298896,21.9223332,20.87481436
MDPV,25.18119984,24.87829061,25.19700654,24.63656162,24.00785175,24.62270274,24.73076127,24.45243137,19.52462865,22.00184707,19.15404004,20.4086241,20.76791066,19.47756675,19.65260915,21.67390995,22.82199173,22.83701506,20.22110176,23.15662346,21.26539754,20.93894503,21.5886741,24.90436085,19.38295213,24.76725312,21.68505131,21.76708416,24.99108545,22.41367552,26.03276207,25.30673708,19.79059966,19.58271968,19.95190206,23.65929031,22.68998408,22.02063456,24.35155576,24.39406245,23.17580666,23.85128433,23.31868594,23.5258743,21.00058098,22.53179998,24.33019279,25.03919295,24.14591475
Mebutamate,21.20269339,21.91373123,21.52588026,20.71030776,21.81045121,21.02253512,20.24677112,22.07498127,25.57305041,21.86775234,25.18966001,24.18127723,22.03730724,24.97301107,24.85407241,22.85948919,21.99197159,21.6510226,22.42006092,20.15745835,19.61277583,21.70578351,20.64761908,20.40458447,20.52026861,19.56664088,21.88719318,19.4059398,18.63036737,19.27132956,24.52140797,24.89103408,24.73076127,20.57993478,24.63656162,22.5656899,19.40951648,21.79906164,19.65889807,18.69982542,19.43831784,20.7376072,19.31625266,20.94490957,20.7828544,18.7397156,21.26394829,21.7647497,21.36842687
Medroxyprogesterone,19.96790768,21.45774705,20.59401937,21.10003624,21.14602346,21.18274296,20.43476427,21.04305166,21.69406468,21.21377856,21.43550689,19.71615204,20.11616775,19.08641456,21.40216885,21.12303882,22.25247358,21.95506907,21.54370872,18.47303893,18.71141576,17.76474556,19.80647831,20.62091131,19.4059398,18.15850732,18.45945617,18.60942461,19.0431442,20.2011406,17.26683295,18.85323068,18.17365578,19.63489484,17.35407047,17.74977953,19.03310111,21.52588026,21.05073345,21.30313683,21.84278293,21.37503973,19.63489484,22.48414125,21.02545098,20.68863753,21.69406468,21.63384201,22.60445988
Megestrol,19.12011333,19.07201477,19.04047573,19.25443444,18.91571448,19.21468658,19.31314501,20.01434391,21.80634786,18.81352016,18.78530609,17.4956145,18.81053297,17.88044826,19.59606717,18.70581367,18.82801891,18.67811109,20.60671839,18.97417879,18.95379564,22.52669949,17.57500478,17.97358903,19.85378614,17.99544452,20.07069347,17.87302259,18.06548782,17.72230512,19.5749759,18.39307269,22.04109286,23.20944664,23.42300573,21.24285396,19.04633682,20.43142504,18.12346921,18.35852052,18.93805638,18.88700033,18.29582234,19.79927029,18.53019704,18.10196241,19.0886835,19.04969955,18.72044379
Mepivacaine,18.88700033,18.67811109,19.5432772,19.90295242,18.67266022,18.75804222,18.87682771,18.49615246,23.33687242,18.53389434,18.58428641,22.71651258,18.47588977,21.29141508,17.5508111,20.09754292,18.26951556,20.62455618,17.9559103,20.86369081,19.92097321,21.11255318,20.2303425,21.39974721,21.52168832,20.99033458,20.42336303,21.75469104,25.15820759,21.73388793,25.99829581,21.23414896,22.20753446,20.01087082,23.98461036,21.38891457,21.00323592,19.77695333,21.50662042,25.70317962,25.37984386,19.87160851,21.58609601,18.60305762,26.16221532,24.33987723,18.68144684,20.06470702,18.55497104
Meprobamate,21.48349668,21.7236974,22.50079842,20.67567178,21.90594222,21.75820422,21.55576395,22.10246475,23.7071951,22.46251777,25.14514601,24.1001739,22.5476067,24.99108545,24.74808211,23.05612607,21.91869022,22.28066419,22.48414125,20.63439782,19.84455113,22.0895859,20.66458611,20.91163256,20.74774706,20.57687042,21.50270445,19.69408082,18.24963432,19.81630481,24.35155576,24.32406476,24.45788152,19.71033476,22.95774475,22.07864134,19.9919847,21.3961977,20.27609302,19.21150443,19.14159056,21.9223332,19.66472141,21.37213927,19.92748851,19.07918524,21.31809293,21.84997816,21.17468824
Mescaline,18.56022835,18.75233465,18.75233465,18.87682771,18.87682771,18.73079944,18.65183126,18.59058124,21.50662042,18.43860535,17.98086299,21.10330635,18.0705193,20.05395069,17.73328149,17.56593314,18.03936281,18.01435825,18.01146293,19.59301375,19.18069582,19.76006032,18.97943881,20.30616741,20.08069826,19.78589106,19.9238073,20.32226693,23.68751871,21.09342361,24.15729476,21.00677697,19.20592648,19.48043386,23.17580666,20.62455618,19.50298249,17.40715139,20.93690301,23.98461036,23.49692541,18.54503606,21.09342361,18.54826241,24.07168507,22.60020209,18.65533778,18.49615246,18.25426138
Mesitylethylene,20.6922712,21.14960135,18.94116189,20.26962221,20.70338482,21.04305166,21.28833649,20.34025835,20.50586475,20.14470716,19.352168,19.54825729,23.75413883,20.34025835,20.29113807,20.52026861,20.71615173,19.90025851,20.13741515,21.93009348,20.85666221,23.86969411,21.99585615,19.72966951,22.74241884,21.13197661,22.92652199,21.95189178,20.6502244,20.4086241,21.29911504,19.12326354,23.73011269,24.06667236,24.46295892,22.8048717,21.82471492,22.7250743,19.36522964,19.53368164,19.50008386,20.27250617,19.46790759,20.60106986,19.5540773,20.00661611,20.50843755,20.47791225,20.42059402
Mesterolone,17.72230512,17.97781095,17.94668868,17.99544452,17.80875179,17.85488187,17.7691117,17.91582884,18.37011634,17.68056589,18.803798,16.78397037,19.95977436,17.52349157,19.39660619,18.52231422,17.68976754,17.48657469,18.60942461,19.26334044,19.60704562,20.4412085,19.43831784,17.60762338,21.83550369,17.37139599,21.51075181,17.92728667,17.75362341,16.90587213,18.03571866,17.00155449,21.05407147,22.62300935,22.57035261,20.9600244,18.28498123,18.67533567,17.10337361,17.85865711,17.45392619,17.58333032,17.34578722,18.16953246,18.16302307,18.13615972,17.79639297,17.83989861,17.82342779
metharbital,19.50995069,20.18408031,19.34858778,19.4969308,20.47238349,19.32215244,19.85091608,19.97090692,24.55029461,19.23129521,20.27250617,19.00880021,19.20335547,19.20335547,20.38532829,18.77754997,18.71141576,19.24129338,19.4969308,18.58786559,18.8481722,18.36070983,18.3133069,19.57230219,17.96713966,18.26683632,18.64475698,18.98921025,18.5042455,18.49246504,19.06518469,19.57230219,21.18580176,18.89310089,23.19280034,19.12326354,18.00370808,18.74906059,18.84226223,20.04372225,18.90016852,19.53070916,18.82318302,19.20903815,20.73368604,18.29833717,19.38147069,20.08069826,19.14159056
Methenolone,18.50154143,18.86486064,18.60305762,19.15924914,18.45150553,18.55186616,18.64846206,18.86486064,16.67843926,18.22135963,20.06738061,18.54251882,22.17425751,18.91232771,20.86369081,20.4412085,18.81053297,18.06142593,20.36194842,21.35295862,18.07649508,22.42884782,19.58150621,18.16953246,22.36968046,19.68091477,23.11298997,21.26684533,18.5399265,18.09908467,19.61885131,17.24659226,22.53566967,23.40271662,22.19590271,21.33994199,20.76645042,21.05407147,17.7408314,17.45894356,18.15464145,18.51159229,18.05404651,18.45945617,18.96089359,17.46896666,18.51888224,18.43237075,19.10473706
Methohexital,22.76362365,21.47253348,22.6553815,21.08626841,21.67230677,22.06772603,22.15411249,21.94675655,25.01748441,22.46669805,23.53375481,23.61476841,21.06555021,23.23309777,23.19699179,21.48709735,20.84022548,21.57301174,22.41572272,21.77690495,19.87840094,22.25247358,21.31039992,21.96751146,22.50974422,22.17425751,21.40694588,22.57035261,24.29790092,23.4448479,25.60600453,25.59813717,26.12678557,22.54353596,25.63203227,23.33687242,20.92016359,20.71989645,23.32124538,24.33987723,23.86969411,21.18274296,22.77258171,21.54041442,24.2553129,23.81224801,21.55163208,21.63995851,21.00959271
"Methyl 1,2,2,6,6-pentamethyl-4-piperidyl sebacate",18.0251126,17.76132553,18.00370808,18.16953246,17.78528532,17.94968409,18.12719803,17.23734345,15.19549829,17.85488187,17.05379932,27.56645609,16.79064559,26.49869416,16.48124134,17.00690444,17.02861236,17.51980152,16.91865371,25.55903107,25.17375277,26.26797282,25.16621218,26.04263399,24.37705387,25.82362386,25.23591336,26.5799689,18.10196241,26.69527146,17.06522722,26.52444365,16.79602436,25.40821954,17.17919433,25.8971404,25.70317962,16.72091961,26.29066406,18.03571866,18.32666502,18.07321423,26.03276207,17.41139123,18.23637893,25.32131146,17.9559103,17.86919959,17.70432169
methyl 3-hydroxypalmitate,21.40694588,21.57014473,22.3739621,20.34025835,20.38532829,21.28833649,22.52108377,20.90004649,20.33141508,21.78005467,19.78589106,20.11967684,18.96396097,18.58428641,19.38778838,22.61777515,20.36565794,19.87160851,19.30435812,20.08917851,18.19204978,19.50694831,16.98727259,20.81745909,21.72679594,20.08069826,19.18931362,20.05713442,18.8195583,19.1114633,21.33573421,19.28754296,18.259861,19.1649117,18.92841771,18.49615246,18.90297523,19.46790759,20.3551337,20.04754227,19.81932641,21.32959885,18.59338538,21.61604344,21.14960135,18.16617694,21.02545098,22.39368904,21.36528842
"METHYL 3,5-DI-TERT-BUTYL-4-HYDROXYBENZOATE",17.76474556,18.15850732,17.12549662,17.07515074,16.83891151,16.97599136,18.02199008,16.71458531,18.32666502,17.14004639,16.73433544,23.10441632,17.257265,21.90594222,16.70119873,16.90025714,16.70805496,17.81250584,16.25978697,20.83738784,20.76393,21.80377011,21.25274228,22.08520802,19.58674376,22.09361144,20.50843755,22.62300935,19.60019527,22.56075782,19.940547,22.26817342,17.83989861,21.16232929,19.19242154,21.11255318,21.35726942,17.75362341,22.57454144,20.66982288,20.40458447,17.90289844,21.91869022,16.8462812,21.34450889,22.40751779,16.97599136,18.3451774,16.77723849
"Methyl 8-[(2R,3R)-3-octyl-2-oxiranyl]octanoate",24.16752721,24.61756792,23.69372166,24.40460487,23.41868716,23.91968373,24.09441894,22.72882649,24.47003867,26.03276207,27.93900852,26.3971658,26.2034992,28.14253219,27.73880991,26.35234606,26.26797282,27.10545812,28.83323243,25.17375277,25.73205706,25.11107806,26.91353909,27.6719523,25.87982344,26.23149943,25.57305041,26.24203963,22.63596148,27.87581532,22.43227435,23.31612196,25.9730829,23.56499626,22.06059615,20.57993478,26.60687402,27.49177883,25.20369028,23.64032513,25.34616313,25.08777712,24.85982497,24.16255248,25.43409229,23.47406635,25.87149936,24.91283269,26.21247116
Methyl 8-[3-(2-hydroxyoctyl)-2-oxiranyl]octanoate,18.83377771,18.54251882,19.4059398,18.33529315,19.61277583,18.43237075,19.12326354,18.51159229,20.15148549,19.32475818,18.55497104,23.49093326,17.38041728,20.64434839,17.56593314,18.20971123,18.34236228,18.94875463,18.56579343,20.09754292,18.97417879,19.5749759,18.03248805,19.53940189,19.9238073,18.93434252,19.38147069,20.91430554,21.37213927,20.92308734,21.86143331,20.75085609,18.59338538,18.86774775,20.13137092,19.63201889,19.05592044,17.9348325,20.80013616,22.04962412,21.52168832,20.92728616,21.10330635,18.64475698,22.8048717,22.42421658,18.79538537,18.97943881,19.50995069
"Methyl 8,11,13-abietatrien-18-oate",19.60019527,19.58674376,19.15675951,18.787674,19.352168,20.52280302,20.7828544,18.97702077,20.11967684,21.29141508,24.37178648,23.89723212,28.31720514,25.18119984,24.9793738,24.91283269,23.46926836,25.48548613,24.90436085,26.75683513,25.9730829,28.16823203,26.93844198,23.46478319,27.1984544,26.40669292,25.82362386,26.68494124,26.04263399,23.64983373,26.04263399,24.35155576,27.47346297,28.46922324,28.62383612,27.52511257,26.98879095,27.56645609,18.259861,18.51888224,17.83091569,20.34889428,18.27534103,18.91232771,17.35407047,19.00204102,18.63414877,20.17597135,20.32517104
"Methyl 9,10-Dihydroxystearate",31.24119552,31.24119552,31.24119552,31.37928196,30.37811411,30.9975203,30.63833889,30.4630576,28.22141244,29.99419147,28.10016479,26.10481805,29.07177999,25.83326892,28.16823203,29.26154463,30.63833889,30.16857819,29.39284901,28.93440296,27.31996137,27.69635426,27.50892284,29.0381232,25.70317962,29.39284901,28.05654354,27.96234304,29.43140621,28.28977505,29.47622812,29.9444444,28.73179662,26.59332192,25.99068941,29.30314379,28.26314316,30.16857819,29.07177999,28.59516091,28.16823203,30.53138463,28.80087317,30.79612685,27.28877204,28.36603851,30.72144239,30.23802211,30.4630576
Methyl alpha-aspartylphenylalaninate,21.44995068,20.29695382,21.56281004,19.88152997,21.52948414,20.37845754,20.72395502,20.67567178,21.98754661,21.15366475,23.47873535,21.58033325,20.75085609,23.30008516,23.35104295,20.66982288,20.03354528,20.78560742,21.38477818,19.09588484,19.0431442,20.50253621,19.95342813,19.79927029,19.53940189,18.65533778,20.21680822,18.2025533,18.64475698,18.82801891,24.60613778,26.45234019,25.36348377,19.60704562,23.62083227,20.87198143,18.63036737,19.57836204,19.14803884,19.18931362,18.59338538,19.67055857,19.5458651,20.15745835,19.29880665,19.03644613,20.50253621,20.58340438,19.60019527
Methyl(2E_6E)-(10R_11S)-10_11-epoxy-3_7_11-trimethyltrideca-2_6-dienoate,22.28066419,24.21559407,24.33987723,25.32919766,23.38256565,24.61756792,23.99582083,24.54523001,22.82910085,25.27262731,23.95358906,19.98874156,23.01535229,19.03644613,24.65641128,24.40460487,25.7748861,26.61837431,24.51199972,19.1114633,19.27817376,18.92286051,18.97105897,21.53403702,18.803798,22.366381,18.55497104,21.22135804,20.7757707,20.60671839,20.07758604,19.72966951,19.42199433,19.14520045,18.72544333,19.18686141,20.58340438,21.48022312,23.83691229,20.39764461,22.79747593,26.25326062,24.68076355,25.7748861,23.45973838,22.69176686,24.77982482,24.39406245,25.05315327
Methylone,17.17919433,18.97417879,19.72689356,20.24412436,21.46286031,18.28498123,19.52584968,21.47545656,16.73433544,22.60445988,23.7796515,22.37787746,21.48709735,22.95207912,23.77506179,22.84683747,22.16962896,21.64268154,22.62300935,19.32940029,20.7429718,18.2025533,20.81477859,19.21673828,20.69569516,18.74590875,18.28203318,19.3072841,16.43277744,19.07918524,17.30146525,16.48927472,19.72689356,16.82471722,16.82471722,15.73452547,19.78882745,21.94675655,19.98313466,18.30905547,19.46020567,20.01434391,19.55966117,20.76645042,18.04580689,19.24129338,20.60106986,19.8106568,20.38197885
"Metominostrobin, E-",20.13741515,18.43496123,18.56022835,18.7090502,18.37677878,18.6207582,18.6207582,18.0705193,17.04818262,19.8106568,18.43496123,16.74899513,20.15515529,18.35852052,20.62091131,21.44294535,22.78907418,22.20753446,17.79639297,25.80778734,24.37178648,27.15016305,24.63656162,23.38256565,24.19906881,24.00008528,27.65320017,24.34376349,24.24950422,21.78734689,27.25265737,27.40349007,25.94746355,25.96651454,27.33303631,25.151671,24.33987723,23.87989503,18.07321423,17.39388746,17.53628385,18.46317678,17.81904187,18.53642251,17.20732797,17.51534571,20.08367381,18.37011634,18.21314748
MFCD00025555,23.98461036,23.61476841,24.23823626,25.18119984,25.37984386,23.90949441,24.33518547,25.5489338,25.02967854,25.90407564,25.82362386,25.62532013,25.81591,26.12678557,26.08811885,26.5799689,27.16010064,26.7466272,26.53768738,19.58150621,26.7466272,20.57993478,26.67478788,19.43491046,26.5476744,25.95525592,19.98579403,19.2465899,25.36348377,19.91545227,18.3807804,24.95451828,26.46210084,18.81676776,27.90886945,22.05675089,22.1103632,24.68706245,24.68706245,23.449772,22.23189413,24.47003867,22.44141504,24.82593402,22.87426948,21.25661051,24.74808211,23.63060478,24.84008839
MFCD00270409,26.91353909,26.68494124,27.30291014,26.7951109,26.30154811,26.10481805,26.42994304,27.73880991,22.21991844,24.60613778,25.10450453,23.70264002,24.80535388,21.92634379,24.67464562,25.33887718,26.4869384,26.00609777,25.76617477,24.34376349,23.45493968,24.29165434,22.76801851,23.78548588,22.15085121,23.97882627,23.46478319,23.64032513,23.99020784,24.63656162,24.39406245,25.36348377,24.39406245,23.53767383,23.10441632,22.92950992,24.02276467,27.15016305,24.79851892,24.38757812,24.06667236,26.7082757,25.23591336,26.82497564,23.35104295,23.86969411,26.7466272,26.45234019,27.21443881
MFCD00273074,23.72440753,22.8351567,23.64521859,23.7701401,23.06783107,23.24596275,23.07646005,23.00984932,21.95506907,22.11899955,20.51392319,19.14803884,20.42059402,18.83066014,20.09147817,21.41856354,22.02243817,21.89425384,21.69406468,19.76783326,19.22494564,19.35557786,19.71615204,21.10003624,18.69532822,20.60106986,19.5540773,19.09226637,20.67274039,21.03885373,20.30616741,21.27987001,21.08982498,19.4059398,18.3451774,20.16650914,19.76438594,22.04536783,21.57301174,20.28284948,20.29695382,23.1264621,20.2255217,23.10886056,20.15148549,19.98579403,23.02131614,22.92652199,23.68290838
MFCD00888473,16.32065901,16.2948396,16.23758414,16.41201286,16.09676685,16.32065901,16.23758414,15.84443068,23.27710385,16.1730309,18.69982542,16.85995242,21.21377856,19.48612799,23.22357651,18.49246504,16.57498096,19.21673828,17.14905823,19.93297249,22.24310025,21.91869022,20.65410298,16.15964801,20.16080429,17.02227845,22.14161702,19.90025851,18.40828873,16.14449153,18.71495982,16.90025714,23.32124538,23.37097168,23.38256565,23.31061667,19.20335547,21.88311034,16.13020374,17.78910692,17.35024369,16.14449153,16.15964801,16.63407205,17.98848314,16.72738365,16.13020374,16.15964801,16.46384267
